ATACchr ATACstart ATACend otherEndID otherEndchr otherEndstart otherEndend ID ENSG ENSGchr ENSGstart ENSGend O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H Elld_ratio ET0_a ET20_a ET1H_a ET2H_a ET4H_a ET24H_a baitID baitstart baitend chr T01 T02 T201 T202 T1H1 T1H2 T4H1 T4H2 T24H1 baitchr corr_rep baitTADSlabel otherEndTADSlabel T0 T20 T1H T4H T24H Awidth Astrand Aannotation Agenechr Agenestart Ageneend Agenelength Agenestrand Ageneid Atranscriptid AdistanceToTss AENSG ASYMBOL AT0 AT20 AT1H AT2H AT4H AT24H Alld_ratio0 mean_atacseq mean_gene corr_atacseq_gene corr_atacseq_otherEnd corr_gene_otherEnd
chr10 62019800 62020273 83317 chr10 62009710 62025157 2371 ENSG00000122873 chr10 58269058 58289586 6.02473842035719 6.38514878712954 6.38596861848577 7.45680266761504 8.33407241933529 9.46396223522104 6.42082327696844 6.10257716230429 6.81333091152433 7.87749664427122 8.9533244324865 9.88446947745344 10.6985197443475 6.22278084866281 6.24386297471692 6.59964976500505 7.45680266761504 8.33407241933529 9.46396223522104 82109 58266911 58274811 chr10 0 2.89442618820269 0 0 0 0 0 0 0 chr10 NA 140 NA 1.44721309410135 0 0 0 0 474 * Intron 10 62049211 62093064 43854 1 84159 uc001jlu.3 -28938 ENSG00000150347 ARID5B 5.26770031576371 6.28950648474724 5.86049819415542 5.76969606674065 6.35210522084082 6.8244431221453 0.0991672263272516 6.06065823406552 7.38685515175936 0.751893722768336 -0.812250759619194 -0.441250062529206
chr10 6347464 6348859 67014 chr10 6345034 6358107 2478 ENSG00000134453 chr10 6088987 6117457 11.6847965429498 11.5241513648982 11.2740820981777 11.6375977061004 11.990275590713 12.045239413355 11.6191046849175 11.610056302307 11.3876310533336 11.4824130014617 12.2833826892597 12.3805522895893 3.94355588230001 11.6519506139336 11.5671038336026 11.3308565757557 11.6375977061004 11.990275590713 12.045239413355 66969 6088241 6093538 chr10 0 2.89442618820269 0 0 0.769522618239639 1.74596578409934 0 2.26100060086743 0 chr10 0.0110630474837149 112 112 1.44721309410135 0 1.25774420116949 1.13050030043372 0 1396 * Intergenic 10 6277687 6335982 58296 1 399715 uc021pms.2 69778 ENSG00000215244 LOC399715 9.46883343154441 9.79433836566496 10.5078197730689 9.20190657883285 10.100966104982 9.12410019292285 -5.3474154588784e-06 9.69966074116933 11.70383728891 -0.482535663579595 0.494083127766643 -0.31942516572749
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000110107 chr11 60890730 60906588 10.8658601434002 11.0002156847341 10.9188231912838 11.4352121136323 12.1209610442926 12.2086661549009 11.2937566341614 11.3679199961661 11.1064160636821 11.6290645192821 12.2924182950763 12.9341403937659 4.60230566478365 11.0798083887808 11.1840678404501 11.0126196274829 11.4352121136323 12.1209610442926 12.2086661549009 121717 60899101 60902231 chr11 2.68517535822971 2.62020757116848 2.36690621955593 1.02320513041763 2.56874701574482 3.01124149168562 3.11192104595388 1.53436995591543 2.72770272545466 chr11 -0.00593425400727578 189 189 2.6526914646991 1.69505567498678 2.78999425371522 2.32314550093465 2.72770272545466 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 11.5068891949233 -0.231750071665436 0.605177369565606 0.0999082412420782
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000183134 chr11 60850940 60855971 3.13697626409597 3.1180605949425 2.62397155355679 2.51628490137163 3.84843543734272 2.42160246771725 2.49023741183287 3.16456186023369 3.13962662370869 2.63309345308785 2.88873183939216 2.84730089601962 0.000455151528779396 2.81360683796442 3.1413112275881 2.88179908863274 2.51628490137163 3.84843543734272 2.42160246771725 121702 60844124 60857058 chr11 3.19335928623245 2.28133889083958 1.91541577641755 2.35887923361747 1.93312784231717 2.78355785245117 2.26983060951116 2.52143965971616 2.17472603595334 chr11 -0.611630659976999 189 189 2.73734908853601 2.13714750501751 2.35834284738417 2.39563513461366 2.17472603595334 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 2.93717332676948 0.0889850892437175 0.0742912043983255 0.0706693330740064
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000013725 chr11 60971680 61020377 13.8441763073672 14.2162645955007 14.1287213498799 14.5484608298462 14.236448866112 13.6920139777076 14.3949071499552 14.393443552702 14.3462552105751 14.357499998071 14.2321576121356 14.0425929025358 0.199198133754223 14.1195417286612 14.3048540741013 14.2374882802275 14.5484608298462 14.236448866112 13.6920139777076 121733 60964297 60974884 chr11 5.28618355676038 5.21096143828323 4.69766408370772 5.21470859256202 5.26113200096658 5.13486989175112 4.69194294885806 5.13500709025369 4.75547520679135 chr11 0.00125966819324299 189 189 5.24857249752181 4.95618633813487 5.19800094635885 4.91347501955588 4.75547520679135 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 14.189801292776 -0.191703877521358 0.433514751660797 0.539519658186934
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000172269 chr11 119096503 119108331 7.27801328968948 7.42566861207804 6.70444244365995 6.59983969906447 8.08781448841254 9.82904351725145 7.18704908547765 6.78843541013718 6.43332160135874 6.42611839025646 7.75938963623221 10.3041425184471 8.99784525468612 7.23253118758356 7.10705201110761 6.56888202250934 6.59983969906447 8.08781448841254 9.82904351725145 138318 119105868 119110940 chr11 0 0 0 0 0 0 0 2.26100060086743 0 chr11 NA 217 189 0 0 0 1.13050030043372 0 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 7.57086048765483 -0.125085243787309 -0.105153084919199 0.141409027283645
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000172375 chr11 119102198 119118544 8.71822478864009 8.33830132258434 8.62651024238704 8.18268701874993 7.77115133820389 9.05700143243345 8.67861882898196 8.82052687001787 8.25599837734655 8.07136955187674 7.55068023108605 9.45529053434587 4.06254963025639 8.69842180881103 8.5794140963011 8.4412543098668 8.18268701874993 7.77115133820389 9.05700143243345 138318 119105868 119110940 chr11 0 0 0 0 0 0 0 2.26100060086743 0 chr11 NA 217 189 0 0 0 1.13050030043372 0 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 8.45498833406103 0.0214597461159827 -0.105153084919199 -0.874890742637794
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000110107 chr11 60890730 60906588 10.8658601434002 11.0002156847341 10.9188231912838 11.4352121136323 12.1209610442926 12.2086661549009 11.2937566341614 11.3679199961661 11.1064160636821 11.6290645192821 12.2924182950763 12.9341403937659 4.60230566478365 11.0798083887808 11.1840678404501 11.0126196274829 11.4352121136323 12.1209610442926 12.2086661549009 121719 60903473 60907942 chr11 5.12711467469765 5.30789803737385 5.26397482391161 4.79925107357488 4.9353482707878 5.27303432610322 4.69194294885806 4.92588528609627 4.96481452768842 chr11 -0.0535535773536368 189 189 5.21750635603575 5.03161294874324 5.10419129844551 4.80891411747717 4.96481452768842 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 11.5068891949233 -0.231750071665436 0.174650652314237 -0.824232053941392
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000110107 chr11 60890730 60906588 10.8658601434002 11.0002156847341 10.9188231912838 11.4352121136323 12.1209610442926 12.2086661549009 11.2937566341614 11.3679199961661 11.1064160636821 11.6290645192821 12.2924182950763 12.9341403937659 4.60230566478365 11.0798083887808 11.1840678404501 11.0126196274829 11.4352121136323 12.1209610442926 12.2086661549009 121718 60902231 60903473 chr11 3.8658172959435 3.79399606550924 4.69766408370772 3.36343228474472 3.84693519281526 4.68476424051731 3.96841790761161 3.2532005110197 3.7712518093126 chr11 -0.52062093661386 189 189 3.82990668072637 4.03054818422622 4.26584971666628 3.61080920931566 3.7712518093126 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 11.5068891949233 -0.231750071665436 0.632118675288252 -0.77035690434986
chr11 61129507 61130252 121764 chr11 61120893 61131220 7445 ENSG00000110108 chr11 60913874 60923443 9.88194691987166 8.95565535911964 8.66984122607401 8.72365714370053 9.19555552309264 10.2436844305924 8.82047713769598 8.87049487582693 8.66800933737239 8.83387174028173 9.11946838285405 11.0740359760168 3.9175507457736 9.35121202878382 8.91307511747329 8.6689252817232 8.72365714370053 9.19555552309264 10.2436844305924 121721 60911425 60915417 chr11 1.89367083917463 1.19351712467596 0 2.03466921338055 1.63882307027602 1.74596578409934 0 0 1.93054816496373 chr11 0.263436065448626 189 189 1.54359398192529 1.01733460669028 1.69239442718768 0 1.93054816496373 746 * Downstream 11 61102509 61119359 16851 1 921 uc058bxm.1 26999 ENSG00000110448 CD5 8.59205728201242 8.49439515710125 9.07947112650834 8.42732360654318 8.64492218249454 8.62695324498466 -1.86660601242394e-05 8.64418709994073 9.18268492089431 -0.165897282927678 0.290477885575354 0.322788132690753
